SA,2500,0.35,training accuracy,93.748,training time,50.496,testing time,0.016
SA,2500,0.35,testing accuracy,93.565,training time,50.496,testing time,0.007
SA,2500,0.45,training accuracy,94.565,training time,50.553,testing time,0.018
SA,2500,0.45,testing accuracy,94.156,training time,50.553,testing time,0.008
SA,2500,0.55,training accuracy,94.058,training time,50.688,testing time,0.017
SA,2500,0.55,testing accuracy,93.500,training time,50.688,testing time,0.006
SA,2500,0.65,training accuracy,93.692,training time,50.562,testing time,0.015
SA,2500,0.65,testing accuracy,93.631,training time,50.562,testing time,0.006
SA,2500,0.75,training accuracy,93.607,training time,50.213,testing time,0.016
SA,2500,0.75,testing accuracy,93.631,training time,50.213,testing time,0.007
SA,2500,0.85,training accuracy,94.171,training time,50.712,testing time,0.017
SA,2500,0.85,testing accuracy,94.222,training time,50.712,testing time,0.008
SA,2500,0.95,training accuracy,91.524,training time,50.539,testing time,0.017
SA,2500,0.95,testing accuracy,91.661,training time,50.539,testing time,0.007
SA,5000,0.15,training accuracy,95.241,training time,101.069,testing time,0.016
SA,5000,0.15,testing accuracy,94.813,training time,101.069,testing time,0.007
SA,5000,0.25,training accuracy,95.100,training time,101.237,testing time,0.017
SA,5000,0.25,testing accuracy,94.550,training time,101.237,testing time,0.008
SA,5000,0.35,training accuracy,95.184,training time,101.074,testing time,0.016
SA,5000,0.35,testing accuracy,95.010,training time,101.074,testing time,0.007
SA,5000,0.45,training accuracy,95.015,training time,101.100,testing time,0.015
SA,5000,0.45,testing accuracy,94.353,training time,101.100,testing time,0.007
SA,5000,0.55,training accuracy,95.410,training time,99.610,testing time,0.016
SA,5000,0.55,testing accuracy,94.944,training time,99.610,testing time,0.007
SA,5000,0.65,training accuracy,96.057,training time,97.240,testing time,0.016
SA,5000,0.65,testing accuracy,95.404,training time,97.240,testing time,0.006
SA,5000,0.75,training accuracy,95.297,training time,96.604,testing time,0.015
SA,5000,0.75,testing accuracy,95.076,training time,96.604,testing time,0.006
SA,5000,0.85,training accuracy,95.522,training time,96.923,testing time,0.015
SA,5000,0.85,testing accuracy,95.141,training time,96.923,testing time,0.007
SA,5000,0.95,training accuracy,95.100,training time,96.189,testing time,0.015
SA,5000,0.95,testing accuracy,94.682,training time,96.189,testing time,0.007
SA,10,0.15,training accuracy,53.844,training time,0.627,testing time,0.084
SA,10,0.15,testing accuracy,53.841,training time,0.627,testing time,0.033
SA,10,0.25,training accuracy,54.013,training time,0.493,testing time,0.045
SA,10,0.25,testing accuracy,55.089,training time,0.493,testing time,0.034
SA,10,0.35,training accuracy,47.451,training time,0.409,testing time,0.028
SA,10,0.35,testing accuracy,46.422,training time,0.409,testing time,0.013
SA,10,0.45,training accuracy,61.447,training time,0.318,testing time,0.025
SA,10,0.45,testing accuracy,59.685,training time,0.318,testing time,0.012
SA,10,0.55,training accuracy,41.172,training time,0.332,testing time,0.034
SA,10,0.55,testing accuracy,41.103,training time,0.332,testing time,0.014
SA,10,0.65,training accuracy,42.551,training time,0.333,testing time,0.026
SA,10,0.65,testing accuracy,42.745,training time,0.333,testing time,0.013
SA,10,0.75,training accuracy,57.111,training time,0.268,testing time,0.021
SA,10,0.75,testing accuracy,57.912,training time,0.268,testing time,0.008
SA,10,0.85,training accuracy,56.491,training time,0.285,testing time,0.020
SA,10,0.85,testing accuracy,55.614,training time,0.285,testing time,0.010
SA,10,0.95,training accuracy,42.411,training time,0.282,testing time,0.024
SA,10,0.95,testing accuracy,41.563,training time,0.282,testing time,0.011
SA,100,0.15,training accuracy,77.358,training time,2.709,testing time,0.022
SA,100,0.15,testing accuracy,77.610,training time,2.709,testing time,0.015
SA,100,0.25,training accuracy,54.182,training time,2.375,testing time,0.022
SA,100,0.25,testing accuracy,54.235,training time,2.375,testing time,0.008
SA,100,0.35,training accuracy,45.001,training time,2.895,testing time,0.024
SA,100,0.35,testing accuracy,44.911,training time,2.895,testing time,0.011
SA,100,0.45,training accuracy,65.024,training time,2.582,testing time,0.030
SA,100,0.45,testing accuracy,64.675,training time,2.582,testing time,0.013
SA,100,0.55,training accuracy,59.223,training time,2.501,testing time,0.017
SA,100,0.55,testing accuracy,59.816,training time,2.501,testing time,0.007
SA,100,0.65,training accuracy,64.686,training time,2.620,testing time,0.020
SA,100,0.65,testing accuracy,64.806,training time,2.620,testing time,0.010
SA,100,0.75,training accuracy,43.678,training time,2.478,testing time,0.019
SA,100,0.75,testing accuracy,45.174,training time,2.478,testing time,0.008
SA,100,0.85,training accuracy,42.636,training time,2.672,testing time,0.021
SA,100,0.85,testing accuracy,41.103,training time,2.672,testing time,0.011
SA,100,0.95,training accuracy,56.012,training time,2.852,testing time,0.020
SA,100,0.95,testing accuracy,56.402,training time,2.852,testing time,0.008
SA,300,0.15,training accuracy,57.787,training time,7.779,testing time,0.018
SA,300,0.15,testing accuracy,57.190,training time,7.779,testing time,0.007
SA,300,0.25,training accuracy,83.751,training time,7.627,testing time,0.024
SA,300,0.25,testing accuracy,84.833,training time,7.627,testing time,0.010
SA,300,0.35,training accuracy,85.187,training time,7.436,testing time,0.017
SA,300,0.35,testing accuracy,85.424,training time,7.436,testing time,0.009
SA,300,0.45,training accuracy,66.911,training time,7.679,testing time,0.024
SA,300,0.45,testing accuracy,67.039,training time,7.679,testing time,0.011
SA,300,0.55,training accuracy,78.851,training time,7.239,testing time,0.020
SA,300,0.55,testing accuracy,79.448,training time,7.239,testing time,0.008
SA,300,0.65,training accuracy,78.119,training time,7.426,testing time,0.017
SA,300,0.65,testing accuracy,79.120,training time,7.426,testing time,0.006
SA,300,0.75,training accuracy,71.783,training time,8.347,testing time,0.019
SA,300,0.75,testing accuracy,72.160,training time,8.347,testing time,0.008
SA,300,0.85,training accuracy,55.759,training time,8.081,testing time,0.020
SA,300,0.85,testing accuracy,55.351,training time,8.081,testing time,0.009
SA,300,0.95,training accuracy,49.169,training time,7.942,testing time,0.017
SA,300,0.95,testing accuracy,48.588,training time,7.942,testing time,0.010
SA,600,0.15,training accuracy,78.400,training time,13.104,testing time,0.017
SA,600,0.15,testing accuracy,78.792,training time,13.104,testing time,0.008
SA,600,0.25,training accuracy,89.186,training time,12.903,testing time,0.017
SA,600,0.25,testing accuracy,89.626,training time,12.903,testing time,0.008
SA,600,0.35,training accuracy,86.314,training time,13.287,testing time,0.020
SA,600,0.35,testing accuracy,86.802,training time,13.287,testing time,0.007
SA,600,0.45,training accuracy,85.272,training time,13.148,testing time,0.019
SA,600,0.45,testing accuracy,86.343,training time,13.148,testing time,0.007
SA,600,0.55,training accuracy,90.087,training time,13.074,testing time,0.018
SA,600,0.55,testing accuracy,89.691,training time,13.074,testing time,0.008
SA,600,0.65,training accuracy,88.369,training time,12.969,testing time,0.016
SA,600,0.65,testing accuracy,88.772,training time,12.969,testing time,0.007
SA,600,0.75,training accuracy,83.892,training time,12.865,testing time,0.021
SA,600,0.75,testing accuracy,84.176,training time,12.865,testing time,0.008
SA,600,0.85,training accuracy,85.046,training time,13.414,testing time,0.015
SA,600,0.85,testing accuracy,85.686,training time,13.414,testing time,0.007
SA,600,0.95,training accuracy,45.734,training time,12.981,testing time,0.015
SA,600,0.95,testing accuracy,44.846,training time,12.981,testing time,0.007
SA,1000,0.15,training accuracy,87.919,training time,21.553,testing time,0.018
SA,1000,0.15,testing accuracy,88.510,training time,21.553,testing time,0.007
SA,1000,0.25,training accuracy,91.833,training time,20.574,testing time,0.016
SA,1000,0.25,testing accuracy,92.252,training time,20.574,testing time,0.007
SA,1000,0.35,training accuracy,92.340,training time,21.038,testing time,0.018
SA,1000,0.35,testing accuracy,92.515,training time,21.038,testing time,0.008
SA,1000,0.45,training accuracy,89.918,training time,21.236,testing time,0.017
SA,1000,0.45,testing accuracy,91.005,training time,21.236,testing time,0.007
SA,1000,0.55,training accuracy,90.256,training time,20.799,testing time,0.017
SA,1000,0.55,testing accuracy,90.348,training time,20.799,testing time,0.007
SA,1000,0.65,training accuracy,91.326,training time,21.029,testing time,0.017
SA,1000,0.65,testing accuracy,91.924,training time,21.029,testing time,0.006
SA,1000,0.75,training accuracy,88.257,training time,21.055,testing time,0.018
SA,1000,0.75,testing accuracy,88.772,training time,21.055,testing time,0.007
SA,1000,0.85,training accuracy,87.834,training time,21.573,testing time,0.016
SA,1000,0.85,testing accuracy,88.903,training time,21.573,testing time,0.010
SA,1000,0.95,training accuracy,75.275,training time,21.810,testing time,0.015
SA,1000,0.95,testing accuracy,76.494,training time,21.810,testing time,0.006
SA,1500,0.15,training accuracy,92.819,training time,32.012,testing time,0.015
SA,1500,0.15,testing accuracy,92.318,training time,32.012,testing time,0.006
SA,1500,0.25,training accuracy,92.903,training time,32.369,testing time,0.015
SA,1500,0.25,testing accuracy,93.368,training time,32.369,testing time,0.007
SA,1500,0.35,training accuracy,92.565,training time,33.129,testing time,0.017
SA,1500,0.35,testing accuracy,92.515,training time,33.129,testing time,0.008
SA,1500,0.45,training accuracy,92.481,training time,32.390,testing time,0.021
SA,1500,0.45,testing accuracy,91.924,training time,32.390,testing time,0.008
SA,1500,0.55,training accuracy,92.678,training time,32.647,testing time,0.020
SA,1500,0.55,testing accuracy,92.383,training time,32.647,testing time,0.010
SA,1500,0.65,training accuracy,92.960,training time,32.144,testing time,0.018
SA,1500,0.65,testing accuracy,92.515,training time,32.144,testing time,0.007
SA,1500,0.75,training accuracy,90.341,training time,32.327,testing time,0.017
SA,1500,0.75,testing accuracy,90.808,training time,32.327,testing time,0.006
SA,1500,0.85,training accuracy,91.608,training time,33.684,testing time,0.016
SA,1500,0.85,testing accuracy,91.858,training time,33.684,testing time,0.007
SA,1500,0.95,training accuracy,80.850,training time,32.107,testing time,0.028
SA,1500,0.95,testing accuracy,80.302,training time,32.107,testing time,0.012
