mimic,0.05,101,0.005336827000000001
mimic,0.15,104,0.0053333755
mimic,0.25,104,0.005012642
mimic,0.35,103,0.0052800473
mimic,0.45,108,0.0052041203
mimic,0.55,113,0.0034714131999999997
mimic,0.65,113,0.0032649682
mimic,0.75,112,0.0030920424000000007
mimic,0.85,112,0.0023136706
mimic,0.95,112,0.0021837982999999995
