mimic,10,5,3187,3.4987316169
mimic,20,10,3597,3.3451362894
mimic,40,20,3633,4.1028994553
mimic,80,40,3716,5.6558257786
mimic,160,80,3813,8.907557952499998
mimic,200,100,3603,11.279626687
mimic,200,20,3673,8.050332744399999
mimic,200,40,3671,8.5095499797
mimic,200,80,3655,10.286258617399998
mimic,200,160,3617,15.7172257361
